SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR2008,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
50,47,37,Tennessee,Davidson County,5,2012,12,40392,19104,21288,13557,14547,4812,5927,82,84,445,519,10,6,198,205,13722,14719,4873,6001,214,228,497,572,22,14,18337,20611,12900,13970,4758,5879,63,65,434,517,6,4,176,176,13051,14121,4808,5940,179,190,482,561,14,9,767,677,657,577,54,48,19,19,11,2,4,2,22,29,671,598,65,61,35,38,15,11,8,5
50,47,37,Tennessee,Davidson County,5,2012,13,33181,15526,17655,11339,12452,3613,4586,62,63,357,386,7,12,148,156,11463,12586,3658,4631,168,178,392,421,16,21,15061,17195,10947,12050,3574,4560,52,50,356,385,5,7,127,143,11055,12173,3611,4601,144,155,385,418,13,14,465,460,392,402,39,26,10,13,1,1,2,5,21,13,408,413,47,30,24,23,7,3,3,7
50,47,37,Tennessee,Davidson County,5,2012,14,22868,10401,12467,7931,9262,2083,2777,47,29,246,306,8,9,86,84,8006,9331,2107,2803,112,88,264,322,13,14,10140,12196,7702,9017,2069,2762,41,23,242,304,8,9,78,81,7772,9083,2089,2786,101,81,258,320,13,14,261,271,229,245,14,15,6,6,4,2,0,0,8,3,234,248,18,17,11,7,6,2,0,0
50,47,37,Tennessee,Davidson County,5,2012,15,15621,6738,8883,5133,6606,1347,1989,19,19,190,204,2,0,47,65,5173,6658,1357,2008,51,69,204,219,8,4,6590,8715,5006,6467,1333,1968,15,15,189,204,1,0,46,61,5045,6515,1342,1986,47,64,203,218,7,3,148,168,127,139,14,21,4,4,1,0,1,0,1,4,128,143,15,22,4,5,1,1,1,1
50,47,37,Tennessee,Davidson County,5,2012,16,11984,4813,7171,3744,5495,916,1509,13,17,109,97,2,7,29,46,3769,5531,920,1520,32,49,118,107,3,13,4722,7050,3664,5395,909,1492,9,16,109,97,2,7,29,43,3689,5429,913,1502,28,46,118,107,3,12,91,121,80,100,7,17,4,1,0,0,0,0,0,3,80,102,7,18,4,3,0,0,0,1
50,47,37,Tennessee,Davidson County,5,2012,17,9429,3485,5944,2881,4766,519,1044,7,19,54,74,4,2,20,39,2900,4800,524,1052,21,46,58,83,6,6,3441,5867,2842,4699,516,1039,7,19,54,72,4,2,18,36,2859,4730,521,1047,20,43,57,81,6,5,44,77,39,67,3,5,0,0,0,2,0,0,2,3,41,70,3,5,1,3,1,2,0,1
50,47,37,Tennessee,Davidson County,5,2012,18,9383,2833,6550,2417,5406,375,1043,3,11,27,51,2,2,9,37,2426,5437,376,1055,9,37,30,57,3,5,2776,6485,2372,5351,365,1038,3,11,27,48,2,1,7,36,2379,5382,366,1049,8,37,29,54,3,3,57,65,45,55,10,5,0,0,0,3,0,1,2,1,47,55,10,6,1,0,1,3,0,2
50,47,37,Tennessee,Davidson County,6,2013,0,658602,318289,340313,212923,220483,85802,99261,1571,1499,10354,10965,437,367,7202,7738,219412,227440,89599,103454,3746,3877,12655,13435,789,728,282922,310298,181720,194298,83977,97515,731,760,10140,10777,192,176,6162,6772,187290,200401,87256,101200,2439,2693,12173,12976,448,469,35367,30015,31203,26185,1825,1746,840,739,214,188,245,191,1040,966,32122,27039,2343,2254,1307,1184,482,459,341,259
50,47,37,Tennessee,Davidson County,6,2013,1,46003,23117,22886,13658,13730,7168,6855,128,156,775,782,84,47,1304,1316,14880,14964,8078,7791,305,326,1128,1134,128,93,19051,18798,10197,10282,6889,6582,44,38,730,733,50,16,1141,1147,11269,11362,7705,7413,164,150,1038,1038,86,53,4066,4088,3461,3448,279,273,84,118,45,49,34,31,163,169,3611,3602,373,378,141,176,90,96,42,40
50,47,37,Tennessee,Davidson County,6,2013,2,41057,20781,20276,11901,11386,6942,6932,137,143,671,703,28,32,1102,1080,12936,12393,7684,7648,299,305,998,1032,66,70,16926,16496,8550,8101,6718,6723,31,25,652,679,8,9,967,959,9459,8997,7377,7373,146,140,940,976,34,40,3855,3780,3351,3285,224,209,106,118,19,24,20,23,135,121,3477,3396,307,275,153,165,58,56,32,30
50,47,37,Tennessee,Davidson County,6,2013,3,35584,18160,17424,10079,9332,6613,6537,77,89,546,629,26,24,819,813,10835,10081,7122,7066,240,240,792,874,55,54,15253,14684,7524,6918,6459,6399,20,20,533,612,12,15,705,720,8179,7579,6911,6875,136,134,752,827,33,39,2907,2740,2555,2414,154,138,57,69,13,17,14,9,114,93,2656,2502,211,191,104,106,40,47,22,15
50,47,37,Tennessee,Davidson County,6,2013,4,37721,19172,18549,10580,9862,7218,7297,95,93,657,633,21,25,601,639,11126,10438,7578,7691,252,256,841,833,51,48,16731,16387,8403,7991,7101,7156,40,47,651,617,8,7,528,569,8881,8504,7421,7514,157,178,818,793,31,26,2441,2162,2177,1871,117,141,55,46,6,16,13,18,73,70,2245,1934,157,177,95,78,23,40,20,22
50,47,37,Tennessee,Davidson County,6,2013,5,51859,25055,26804,15392,16214,8130,8890,107,109,865,909,23,19,538,663,15870,16806,8410,9261,259,302,1068,1138,55,48,22184,24446,12797,14154,7970,8748,68,60,847,894,10,8,492,582,13235,14677,8227,9076,199,214,1037,1106,36,34,2871,2358,2595,2060,160,142,39,49,18,15,13,11,46,81,2635,2129,183,185,60,88,31,32,19,14
50,47,37,Tennessee,Davidson County,6,2013,6,65588,31195,34393,22201,23450,7115,8774,126,124,1131,1296,54,44,568,705,22699,24083,7347,9091,316,342,1367,1575,81,83,27361,31644,18711,21043,6976,8594,62,67,1111,1286,27,31,474,623,19128,21602,7168,8876,207,242,1320,1544,46,64,3834,2749,3490,2407,139,180,64,57,20,10,27,13,94,82,3571,2481,179,215,109,100,47,31,35,19
50,47,37,Tennessee,Davidson County,6,2013,7,59331,29363,29968,21095,19856,6336,8050,161,135,1174,1233,61,38,536,656,21571,20431,6560,8339,364,364,1375,1492,93,69,25405,26939,17602,17148,6149,7922,63,70,1158,1219,18,24,415,556,17967,17635,6314,8162,207,250,1333,1449,39,50,3958,3029,3493,2708,187,128,98,65,16,14,43,14,121,100,3604,2796,246,177,157,114,42,43,54,19
50,47,37,Tennessee,Davidson County,6,2013,8,46514,23541,22973,16573,14948,5453,6579,137,128,983,906,39,35,356,377,16880,15279,5582,6745,281,296,1126,1045,56,57,19914,20373,13317,12652,5294,6436,41,66,965,895,11,12,286,312,13564,12928,5394,6562,156,200,1086,1016,24,30,3627,2600,3256,2296,159,143,96,62,18,11,28,23,70,65,3316,2351,188,183,125,96,40,29,32,27
50,47,37,Tennessee,Davidson County,6,2013,9,43956,22132,21824,15154,13782,5613,6718,147,91,864,866,33,26,321,341,15429,14072,5719,6833,305,259,982,996,54,50,19404,19796,12751,12001,5504,6609,52,41,846,852,5,6,246,287,12959,12246,5581,6700,170,178,947,967,18,25,2728,2028,2403,1781,109,109,95,50,18,14,28,20,75,54,2470,1826,138,133,135,81,35,29,36,25
50,47,37,Tennessee,Davidson County,6,2013,10,40641,20243,20398,13819,13122,5376,6263,110,79,660,658,19,21,259,255,14041,13339,5461,6347,252,231,740,743,37,35,18390,18995,12192,11872,5287,6186,46,54,647,652,8,10,210,221,12371,12059,5350,6256,165,182,718,727,22,21,1853,1403,1627,1250,89,77,64,25,13,6,11,11,49,34,1670,1280,111,91,87,49,22,16,15,14
50,47,37,Tennessee,Davidson County,6,2013,11,43389,20712,22677,14225,15029,5593,6692,101,103,537,600,13,14,243,239,14434,15227,5657,6773,240,247,623,671,36,32,19463,21612,13123,14088,5533,6633,66,74,527,598,8,8,206,211,13305,14267,5579,6697,186,207,601,658,21,20,1249,1065,1102,941,60,59,35,29,10,2,5,6,37,28,1129,960,78,76,54,40,22,13,15,12
50,47,37,Tennessee,Davidson County,6,2013,12,41147,19396,21751,13723,14775,4942,6129,83,88,437,536,9,12,202,211,13883,14954,5005,6202,217,226,488,593,17,21,18575,21004,13010,14136,4893,6080,63,67,429,535,3,6,177,180,13154,14291,4945,6140,180,188,476,582,8,12,821,747,713,639,49,49,20,21,8,1,6,6,25,31,729,663,60,62,37,38,12,11,9,9
50,47,37,Tennessee,Davidson County,6,2013,13,34190,15948,18242,11598,12815,3735,4780,63,66,394,400,5,11,153,170,11728,12961,3781,4832,170,185,426,440,17,25,15440,17740,11179,12388,3691,4749,51,51,388,398,3,6,128,148,11290,12516,3729,4792,142,155,415,432,12,16,508,502,419,427,44,31,12,15,6,2,2,5,25,22,438,445,52,40,28,30,11,8,5,9
50,47,37,Tennessee,Davidson County,6,2013,14,24382,11163,13219,8450,9679,2317,3077,46,32,253,330,8,8,89,93,8531,9758,2334,3102,113,106,268,345,14,16,10880,12910,8202,9402,2301,3061,38,22,250,328,8,8,81,89,8277,9477,2315,3083,101,95,263,343,13,16,283,309,248,277,16,16,8,10,3,2,0,0,8,4,254,281,19,19,12,11,5,2,1,0
50,47,37,Tennessee,Davidson County,6,2013,15,16309,7084,9225,5428,6886,1378,2024,26,18,194,232,6,0,52,65,5473,6938,1390,2043,64,67,206,247,10,4,6912,9054,5281,6742,1359,2002,23,16,193,232,5,0,51,62,5325,6791,1371,2021,60,63,205,247,9,3,172,171,147,144,19,22,3,2,1,0,1,0,1,3,148,147,19,22,4,4,1,0,1,1
50,47,37,Tennessee,Davidson County,6,2013,16,12020,4856,7164,3739,5462,938,1523,15,16,137,116,0,7,27,40,3760,5496,947,1530,35,44,143,125,5,12,4775,7038,3666,5357,934,1507,11,13,137,116,0,7,27,38,3687,5389,943,1514,31,40,143,125,5,11,81,126,73,105,4,16,4,3,0,0,0,0,0,2,73,107,4,16,4,4,0,0,0,1
50,47,37,Tennessee,Davidson County,6,2013,17,9327,3458,5869,2840,4672,537,1068,6,16,50,72,6,2,19,39,2858,4705,541,1077,20,42,52,83,8,6,3407,5789,2795,4607,532,1060,6,16,50,70,6,2,18,34,2812,4635,536,1068,20,39,52,80,7,6,51,80,45,65,5,8,0,0,0,2,0,0,1,5,46,70,5,9,0,3,0,3,1,0
50,47,37,Tennessee,Davidson County,6,2013,18,9584,2913,6671,2468,5483,398,1073,6,13,26,64,2,2,13,36,2478,5515,403,1083,14,39,32,69,6,5,2851,6593,2420,5416,387,1068,6,13,26,61,2,1,10,34,2428,5446,390,1078,12,38,29,66,4,3,62,78,48,67,11,5,0,0,0,3,0,1,3,2,50,69,13,5,2,1,3,3,2,2
